CMTE_ID,FILE_NUM,TRANSACTION_TP,Month,Day,Year,TRANSACTION_AMT,STATE,ENTITY_TYPE,CAND_ID,CAND_NAME,OFFICE,PTY
C00484287,872651,24E,11,5,2012,2469,DC,PAC,H6OH06095,"WILSON, CHARLES A",H,DEM
C00451153,840090,24K,11,5,2012,1500,NC,PAC,H8NC07044,"MCINTYRE, MIKE REP.",H,DEM
C00484287,872651,24E,11,5,2012,1006,DC,PAC,H2CO03138,"PACE, SALVATORE II",H,DEM
C00238444,851523,24K,11,6,2012,23000,IL,PAC,H8IL21021,"COSTELLO, JERRY F",H,DEM
C00484287,872651,24E,11,6,2012,2469,DC,PAC,H6OH06095,"WILSON, CHARLES A",H,DEM
C00484287,872651,24E,11,6,2012,1006,DC,PAC,H2CO03138,"PACE, SALVATORE II",H,DEM
C00484287,872651,24E,11,6,2012,538,DC,PAC,H2NV00035,"OCEGUERA, JOHN",H,DEM
C00484287,872651,24E,11,6,2012,1006,DC,PAC,H6CO07023,"PERLMUTTER, EDWIN G",H,DEM
C00078261,850307,24K,11,28,2012,1000,OH,PAC,H2OH09031,"KAPTUR, MARCY C HON.",H,DEM
C00078261,850307,24K,12,14,2012,2000,CA,PAC,H8CA36097,"HAHN, JANICE",H,DEM
